event_type,setting_id,varied_parameter,parameter_value,is_default_setting,seed,num_samples,p0,proposal_std,context_refresh_prob,mh_retries_per_sample,max_levels,run_dir,execution_status,quality_status,failure_reason,runtime_seconds,summary_path,effective_config_sha256,updated_utc
following,p0_0p1,p0,0.1,false,303,3000,0.1,0.12,0.7,6,8,runs/following/p0_0p1/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595268+00:00
following,p0_0p3,p0,0.3,false,101,3000,0.3,0.12,0.7,6,8,runs/following/p0_0p3/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595278+00:00
following,p0_0p3,p0,0.3,false,202,3000,0.3,0.12,0.7,6,8,runs/following/p0_0p3/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595287+00:00
following,p0_0p3,p0,0.3,false,303,3000,0.3,0.12,0.7,6,8,runs/following/p0_0p3/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595295+00:00
following,proposal_std_0p06,proposal_std,0.06,false,101,3000,0.2,0.06,0.7,6,8,runs/following/proposal_std_0p06/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595305+00:00
following,proposal_std_0p06,proposal_std,0.06,false,202,3000,0.2,0.06,0.7,6,8,runs/following/proposal_std_0p06/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595313+00:00
following,proposal_std_0p06,proposal_std,0.06,false,303,3000,0.2,0.06,0.7,6,8,runs/following/proposal_std_0p06/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595322+00:00
following,proposal_std_0p24,proposal_std,0.24,false,101,3000,0.2,0.24,0.7,6,8,runs/following/proposal_std_0p24/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595331+00:00
following,proposal_std_0p24,proposal_std,0.24,false,202,3000,0.2,0.24,0.7,6,8,runs/following/proposal_std_0p24/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595340+00:00
following,proposal_std_0p24,proposal_std,0.24,false,303,3000,0.2,0.24,0.7,6,8,runs/following/proposal_std_0p24/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595348+00:00
following,context_refresh_prob_0p3,context_refresh_prob,0.3,false,101,3000,0.2,0.12,0.3,6,8,runs/following/context_refresh_prob_0p3/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595358+00:00
following,context_refresh_prob_0p3,context_refresh_prob,0.3,false,202,3000,0.2,0.12,0.3,6,8,runs/following/context_refresh_prob_0p3/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595366+00:00
following,context_refresh_prob_0p3,context_refresh_prob,0.3,false,303,3000,0.2,0.12,0.3,6,8,runs/following/context_refresh_prob_0p3/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595375+00:00
following,context_refresh_prob_0p5,context_refresh_prob,0.5,false,101,3000,0.2,0.12,0.5,6,8,runs/following/context_refresh_prob_0p5/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595384+00:00
following,context_refresh_prob_0p5,context_refresh_prob,0.5,false,202,3000,0.2,0.12,0.5,6,8,runs/following/context_refresh_prob_0p5/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595393+00:00
following,context_refresh_prob_0p5,context_refresh_prob,0.5,false,303,3000,0.2,0.12,0.5,6,8,runs/following/context_refresh_prob_0p5/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595401+00:00
following,context_refresh_prob_0p9,context_refresh_prob,0.9,false,101,3000,0.2,0.12,0.9,6,8,runs/following/context_refresh_prob_0p9/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595411+00:00
following,context_refresh_prob_0p9,context_refresh_prob,0.9,false,202,3000,0.2,0.12,0.9,6,8,runs/following/context_refresh_prob_0p9/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595419+00:00
following,context_refresh_prob_0p9,context_refresh_prob,0.9,false,303,3000,0.2,0.12,0.9,6,8,runs/following/context_refresh_prob_0p9/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595428+00:00
cutin,default,default,,true,101,1000,0.1,0.1,0.5,4,8,runs/cutin/default/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595438+00:00
cutin,default,default,,true,202,1000,0.1,0.1,0.5,4,8,runs/cutin/default/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595446+00:00
cutin,default,default,,true,303,1000,0.1,0.1,0.5,4,8,runs/cutin/default/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595455+00:00
cutin,default,default,,true,404,1000,0.1,0.1,0.5,4,8,runs/cutin/default/seed_404,pending,pending,,,,,2026-07-31T16:40:29.595465+00:00
cutin,default,default,,true,505,1000,0.1,0.1,0.5,4,8,runs/cutin/default/seed_505,pending,pending,,,,,2026-07-31T16:40:29.595475+00:00
cutin,num_samples_500,num_samples,500,false,101,500,0.1,0.1,0.5,4,8,runs/cutin/num_samples_500/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595485+00:00
cutin,num_samples_500,num_samples,500,false,202,500,0.1,0.1,0.5,4,8,runs/cutin/num_samples_500/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595494+00:00
cutin,num_samples_500,num_samples,500,false,303,500,0.1,0.1,0.5,4,8,runs/cutin/num_samples_500/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595504+00:00
cutin,num_samples_2000,num_samples,2000,false,101,2000,0.1,0.1,0.5,4,8,runs/cutin/num_samples_2000/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595514+00:00
cutin,num_samples_2000,num_samples,2000,false,202,2000,0.1,0.1,0.5,4,8,runs/cutin/num_samples_2000/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595523+00:00
cutin,num_samples_2000,num_samples,2000,false,303,2000,0.1,0.1,0.5,4,8,runs/cutin/num_samples_2000/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595532+00:00
cutin,p0_0p05,p0,0.05,false,101,1000,0.05,0.1,0.5,4,8,runs/cutin/p0_0p05/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595540+00:00
cutin,p0_0p05,p0,0.05,false,202,1000,0.05,0.1,0.5,4,8,runs/cutin/p0_0p05/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595550+00:00
cutin,p0_0p05,p0,0.05,false,303,1000,0.05,0.1,0.5,4,8,runs/cutin/p0_0p05/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595558+00:00
cutin,p0_0p2,p0,0.2,false,101,1000,0.2,0.1,0.5,4,8,runs/cutin/p0_0p2/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595567+00:00
cutin,p0_0p2,p0,0.2,false,202,1000,0.2,0.1,0.5,4,8,runs/cutin/p0_0p2/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595576+00:00
cutin,p0_0p2,p0,0.2,false,303,1000,0.2,0.1,0.5,4,8,runs/cutin/p0_0p2/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595585+00:00
cutin,proposal_std_0p05,proposal_std,0.05,false,101,1000,0.1,0.05,0.5,4,8,runs/cutin/proposal_std_0p05/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595593+00:00
cutin,proposal_std_0p05,proposal_std,0.05,false,202,1000,0.1,0.05,0.5,4,8,runs/cutin/proposal_std_0p05/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595602+00:00
cutin,proposal_std_0p05,proposal_std,0.05,false,303,1000,0.1,0.05,0.5,4,8,runs/cutin/proposal_std_0p05/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595611+00:00
cutin,proposal_std_0p2,proposal_std,0.2,false,101,1000,0.1,0.2,0.5,4,8,runs/cutin/proposal_std_0p2/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595620+00:00
cutin,proposal_std_0p2,proposal_std,0.2,false,202,1000,0.1,0.2,0.5,4,8,runs/cutin/proposal_std_0p2/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595629+00:00
cutin,proposal_std_0p2,proposal_std,0.2,false,303,1000,0.1,0.2,0.5,4,8,runs/cutin/proposal_std_0p2/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595638+00:00
cutin,context_refresh_prob_0p25,context_refresh_prob,0.25,false,101,1000,0.1,0.1,0.25,4,8,runs/cutin/context_refresh_prob_0p25/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595647+00:00
cutin,context_refresh_prob_0p25,context_refresh_prob,0.25,false,202,1000,0.1,0.1,0.25,4,8,runs/cutin/context_refresh_prob_0p25/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595656+00:00
cutin,context_refresh_prob_0p25,context_refresh_prob,0.25,false,303,1000,0.1,0.1,0.25,4,8,runs/cutin/context_refresh_prob_0p25/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595665+00:00
cutin,context_refresh_prob_0p75,context_refresh_prob,0.75,false,101,1000,0.1,0.1,0.75,4,8,runs/cutin/context_refresh_prob_0p75/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595674+00:00
cutin,context_refresh_prob_0p75,context_refresh_prob,0.75,false,202,1000,0.1,0.1,0.75,4,8,runs/cutin/context_refresh_prob_0p75/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595684+00:00
cutin,context_refresh_prob_0p75,context_refresh_prob,0.75,false,303,1000,0.1,0.1,0.75,4,8,runs/cutin/context_refresh_prob_0p75/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595693+00:00
cutin,context_refresh_prob_0p9,context_refresh_prob,0.9,false,101,1000,0.1,0.1,0.9,4,8,runs/cutin/context_refresh_prob_0p9/seed_101,pending,pending,,,,,2026-07-31T16:40:29.595703+00:00
cutin,context_refresh_prob_0p9,context_refresh_prob,0.9,false,202,1000,0.1,0.1,0.9,4,8,runs/cutin/context_refresh_prob_0p9/seed_202,pending,pending,,,,,2026-07-31T16:40:29.595711+00:00
cutin,context_refresh_prob_0p9,context_refresh_prob,0.9,false,303,1000,0.1,0.1,0.9,4,8,runs/cutin/context_refresh_prob_0p9/seed_303,pending,pending,,,,,2026-07-31T16:40:29.595724+00:00
